time_local,cif_forecast_g_kwh
00:00,678.3
00:05,677.7
00:10,677.2
00:15,676.6
00:20,676.1
00:25,675.6
00:30,675.1
00:35,674.6
00:40,674.1
00:45,673.7
00:50,673.2
00:55,672.8
01:00,672.4
01:05,671.9
01:10,671.5
01:15,671.0
01:20,670.6
01:25,670.1
01:30,669.7
01:35,669.3
01:40,668.9
01:45,668.6
01:50,668.3
01:55,668.1
02:00,667.9
02:05,667.8
02:10,667.7
02:15,667.6
02:20,667.6
02:25,667.5
02:30,667.5
02:35,667.4
02:40,667.3
02:45,667.3
02:50,667.2
02:55,667.1
03:00,667.0
03:05,666.8
03:10,666.5
03:15,666.1
03:20,665.6
03:25,665.1
03:30,664.5
03:35,663.8
03:40,663.1
03:45,662.4
03:50,661.8
03:55,661.1
04:00,660.4
04:05,659.7
04:10,658.9
04:15,658.0
04:20,657.1
04:25,656.1
04:30,655.1
04:35,654.2
04:40,653.4
04:45,652.7
04:50,652.2
04:55,651.8
05:00,651.7
05:05,652.2
05:10,653.4
05:15,655.3
05:20,657.7
05:25,660.4
05:30,663.3
05:35,666.2
05:40,668.9
05:45,671.3
05:50,673.2
05:55,674.4
06:00,674.9
06:05,674.6
06:10,673.9
06:15,672.8
06:20,671.4
06:25,669.6
06:30,667.7
06:35,665.5
06:40,663.3
06:45,661.0
06:50,658.7
06:55,656.4
07:00,654.3
07:05,652.0
07:10,649.4
07:15,646.5
07:20,643.4
07:25,640.3
07:30,637.1
07:35,634.0
07:40,631.2
07:45,628.6
07:50,626.4
07:55,624.7
08:00,623.6
08:05,622.8
08:10,622.0
08:15,621.2
08:20,620.6
08:25,619.9
08:30,619.4
08:35,618.9
08:40,618.4
08:45,618.1
08:50,617.8
08:55,617.7
09:00,617.6
09:05,617.6
09:10,617.7
09:15,617.8
09:20,617.8
09:25,617.9
09:30,618.1
09:35,618.2
09:40,618.4
09:45,618.5
09:50,618.7
09:55,618.8
10:00,619.0
10:05,619.2
10:10,619.5
10:15,619.8
10:20,620.2
10:25,620.6
10:30,621.0
10:35,621.4
10:40,621.8
10:45,622.1
10:50,622.3
10:55,622.5
11:00,622.5
11:05,622.3
11:10,621.9
11:15,621.1
11:20,620.2
11:25,619.2
11:30,618.1
11:35,617.0
11:40,615.9
11:45,615.0
11:50,614.3
11:55,613.8
12:00,613.6
12:05,613.7
12:10,613.9
12:15,614.3
12:20,614.8
12:25,615.3
12:30,615.9
12:35,616.5
12:40,617.2
12:45,617.9
12:50,618.5
12:55,619.0
13:00,619.5
13:05,619.9
13:10,620.3
13:15,620.7
13:20,621.1
13:25,621.5
13:30,621.8
13:35,622.2
13:40,622.6
13:45,622.9
13:50,623.3
13:55,623.8
14:00,624.2
14:05,624.7
14:10,625.2
14:15,625.7
14:20,626.2
14:25,626.8
14:30,627.4
14:35,628.0
14:40,628.6
14:45,629.2
14:50,629.9
14:55,630.7
15:00,631.4
15:05,632.3
15:10,633.2
15:15,634.2
15:20,635.3
15:25,636.4
15:30,637.6
15:35,638.8
15:40,640.0
15:45,641.3
15:50,642.6
15:55,643.9
16:00,645.1
16:05,646.5
16:10,648.1
16:15,649.9
16:20,651.7
16:25,653.6
16:30,655.4
16:35,657.1
16:40,658.7
16:45,660.0
16:50,661.0
16:55,661.7
17:00,661.9
17:05,661.4
17:10,659.9
17:15,657.6
17:20,654.8
17:25,651.5
17:30,648.1
17:35,644.7
17:40,641.5
17:45,638.7
17:50,636.4
17:55,634.9
18:00,634.4
18:05,635.6
18:10,639.1
18:15,644.3
18:20,650.8
18:25,658.3
18:30,666.3
18:35,674.2
18:40,681.8
18:45,688.6
18:50,694.1
18:55,698.0
19:00,699.7
19:05,700.2
19:10,700.7
19:15,701.1
19:20,701.5
19:25,701.8
19:30,702.1
19:35,702.4
19:40,702.6
19:45,702.7
19:50,702.9
19:55,702.9
20:00,703.0
20:05,699.6
20:10,690.2
20:15,676.1
20:20,658.3
20:25,638.2
20:30,616.9
20:35,595.5
20:40,575.4
20:45,557.7
20:50,543.5
20:55,534.2
21:00,530.8
21:05,530.8
21:10,531.0
21:15,531.2
21:20,531.5
21:25,532.0
21:30,532.5
21:35,533.1
21:40,533.7
21:45,534.5
21:50,535.3
21:55,536.2
22:00,537.2
22:05,540.4
22:10,547.4
22:15,557.5
22:20,569.9
22:25,583.9
22:30,598.7
22:35,613.7
22:40,628.0
22:45,640.8
22:50,651.6
22:55,659.5
23:00,663.7
23:05,665.8
23:10,667.8
23:15,669.6
23:20,671.3
23:25,672.9
23:30,674.2
23:35,675.4
23:40,676.4
23:45,677.2
23:50,677.8
23:55,678.1
