time_local,cif_forecast_g_kwh
00:00,480.2
00:05,479.9
00:10,479.6
00:15,479.3
00:20,479.0
00:25,478.8
00:30,478.5
00:35,478.3
00:40,478.1
00:45,477.9
00:50,477.7
00:55,477.6
01:00,477.4
01:05,477.3
01:10,477.2
01:15,477.2
01:20,477.1
01:25,477.1
01:30,477.0
01:35,476.9
01:40,476.9
01:45,476.8
01:50,476.7
01:55,476.6
02:00,476.5
02:05,476.1
02:10,475.4
02:15,474.3
02:20,473.0
02:25,471.6
02:30,470.1
02:35,468.6
02:40,467.2
02:45,466.0
02:50,465.0
02:55,464.3
03:00,464.1
03:05,464.2
03:10,464.3
03:15,464.6
03:20,464.9
03:25,465.3
03:30,465.7
03:35,466.0
03:40,466.4
03:45,466.7
03:50,467.0
03:55,467.1
04:00,467.2
04:05,467.2
04:10,467.1
04:15,467.0
04:20,466.8
04:25,466.6
04:30,466.4
04:35,466.2
04:40,466.0
04:45,465.9
04:50,465.8
04:55,465.7
05:00,465.6
05:05,465.7
05:10,465.7
05:15,465.8
05:20,465.9
05:25,466.1
05:30,466.2
05:35,466.4
05:40,466.5
05:45,466.6
05:50,466.7
05:55,466.8
06:00,466.8
06:05,466.6
06:10,466.0
06:15,465.0
06:20,463.9
06:25,462.5
06:30,461.1
06:35,459.6
06:40,458.2
06:45,456.9
06:50,455.7
06:55,454.8
07:00,454.3
07:05,453.9
07:10,453.6
07:15,453.3
07:20,453.0
07:25,452.7
07:30,452.4
07:35,452.2
07:40,452.0
07:45,451.9
07:50,451.8
07:55,451.7
08:00,451.7
08:05,451.7
08:10,451.7
08:15,451.8
08:20,451.9
08:25,451.9
08:30,452.0
08:35,452.1
08:40,452.2
08:45,452.3
08:50,452.3
08:55,452.4
09:00,452.4
09:05,452.4
09:10,452.3
09:15,452.2
09:20,452.0
09:25,451.8
09:30,451.6
09:35,451.4
09:40,451.1
09:45,450.9
09:50,450.6
09:55,450.3
10:00,450.0
10:05,449.6
10:10,449.1
10:15,448.4
10:20,447.6
10:25,446.8
10:30,445.9
10:35,445.1
10:40,444.4
10:45,443.7
10:50,443.2
10:55,442.9
11:00,442.8
11:05,442.8
11:10,442.9
11:15,443.0
11:20,443.1
11:25,443.3
11:30,443.5
11:35,443.7
11:40,443.9
11:45,444.2
11:50,444.4
11:55,444.7
12:00,444.9
12:05,445.2
12:10,445.6
12:15,446.0
12:20,446.5
12:25,447.0
12:30,447.6
12:35,448.0
12:40,448.5
12:45,448.9
12:50,449.2
12:55,449.4
13:00,449.4
13:05,449.4
13:10,449.4
13:15,449.4
13:20,449.4
13:25,449.3
13:30,449.3
13:35,449.3
13:40,449.2
13:45,449.2
13:50,449.2
13:55,449.2
14:00,449.2
14:05,449.3
14:10,449.5
14:15,449.9
14:20,450.4
14:25,451.1
14:30,451.8
14:35,452.5
14:40,453.3
14:45,454.1
14:50,454.9
14:55,455.6
15:00,456.3
15:05,457.0
15:10,457.7
15:15,458.3
15:20,459.1
15:25,459.8
15:30,460.5
15:35,461.3
15:40,462.0
15:45,462.8
15:50,463.5
15:55,464.3
16:00,465.1
16:05,466.0
16:10,466.9
16:15,467.8
16:20,468.9
16:25,469.9
16:30,470.9
16:35,471.8
16:40,472.8
16:45,473.6
16:50,474.4
16:55,475.0
17:00,475.5
17:05,475.9
17:10,476.2
17:15,476.5
17:20,476.8
17:25,477.0
17:30,477.3
17:35,477.5
17:40,477.7
17:45,477.9
17:50,478.2
17:55,478.5
18:00,478.8
18:05,479.2
18:10,479.6
18:15,480.2
18:20,480.7
18:25,481.3
18:30,481.9
18:35,482.4
18:40,482.9
18:45,483.3
18:50,483.7
18:55,483.9
19:00,484.0
19:05,484.1
19:10,484.1
19:15,484.2
19:20,484.2
19:25,484.2
19:30,484.2
19:35,484.3
19:40,484.3
19:45,484.3
19:50,484.3
19:55,484.3
20:00,484.3
20:05,484.4
20:10,484.4
20:15,484.4
20:20,484.4
20:25,484.4
20:30,484.4
20:35,484.4
20:40,484.4
20:45,484.5
20:50,484.5
20:55,484.5
21:00,484.5
21:05,484.5
21:10,484.5
21:15,484.5
21:20,484.5
21:25,484.5
21:30,484.5
21:35,484.5
21:40,484.5
21:45,484.5
21:50,484.5
21:55,484.5
22:00,484.5
22:05,484.5
22:10,484.5
22:15,484.4
22:20,484.3
22:25,484.2
22:30,484.1
22:35,484.0
22:40,483.8
22:45,483.7
22:50,483.5
22:55,483.3
23:00,483.2
23:05,483.0
23:10,482.8
23:15,482.6
23:20,482.4
23:25,482.2
23:30,481.9
23:35,481.7
23:40,481.4
23:45,481.1
23:50,480.8
23:55,480.5
